title,intro
0	0	0	0	0	486
1	0	0	0	0	458
2	0	0	0	0	458
3	0	0	0	0	435
4	0	0	0	0	437
5	0	0	0	0	431
6	0	0	0	0	452
7	0	0	0	0	472
8	0	0	0	0	506
9	0	0	0	0	511
10	0	0	0	0	539
11	0	0	0	0	515
12	0	0	0	0	528
13	0	0	0	0	507
14	0	0	0	0	519
15	0	0	0	0	499
0	0	0	0	0	517
1	0	0	0	0	498
2	0	0	0	0	502
3	0	0	0	0	484
4	0	0	0	0	492
5	0	0	0	0	474
6	0	0	0	0	486
7	0	0	0	0	464
8	0	0	0	0	481
9	0	0	0	0	452
10	0	0	0	0	466
11	0	0	0	0	443
12	0	0	0	0	444
13	0	0	0	0	442
14	0	0	0	0	467
15	0	0	0	0	445
0	0	0	0	0	479
1	0	0	0	0	464
2	0	0	0	0	486
3	0	0	0	0	481
4	0	0	0	0	505
5	0	0	0	0	485
6	0	0	0	0	510
7	0	0	0	0	511
8	0	0	0	0	534
9	0	0	0	0	517
10	0	0	0	0	531
11	0	0	0	0	509
12	0	0	0	0	529
13	0	0	0	0	510
14	0	0	0	0	512
15	0	0	0	0	501
0	0	0	0	0	516
1	0	0	0	0	475
2	0	0	0	0	479
3	0	0	0	0	488
4	0	0	0	0	595
5	0	0	0	0	543
6	0	0	0	0	516
7	0	0	0	0	487
8	0	0	0	0	496
9	0	0	0	0	486
10	0	0	0	0	501
11	0	0	0	0	474
12	0	0	0	0	494
13	0	0	0	0	470
14	0	0	0	0	489
15	0	0	0	0	470
0	0	0	0	0	500
1	0	0	0	0	481
2	0	0	0	0	500
3	0	0	0	0	483
4	0	0	0	0	480
5	0	0	0	0	466
6	0	0	0	0	463
7	0	0	0	0	456
8	0	0	0	0	478
9	0	0	0	0	466
10	0	0	0	0	506
11	0	0	0	0	530
12	0	0	0	0	574
13	0	0	0	0	576
14	0	0	0	0	600
15	0	0	0	0	590
0	0	0	0	0	607
1	0	0	0	0	597
2	0	0	0	0	595
3	0	0	0	0	576
4	0	0	0	0	589
5	0	0	0	0	563
6	0	0	0	0	575
7	0	0	0	0	556
8	0	0	0	0	570
9	0	0	0	0	555
10	0	0	0	0	563
11	0	0	0	0	542
12	0	0	0	0	563
13	0	0	0	0	534
14	0	0	0	0	549
15	0	0	0	0	531
0	0	0	0	0	548
1	0	0	0	0	526
2	0	0	0	0	532
3	0	0	0	0	518
4	0	0	0	0	529
5	0	0	0	0	518
6	0	0	0	0	521
7	0	0	0	0	504
8	0	0	0	0	517
9	0	0	0	0	512
10	0	0	0	0	510
11	0	0	0	0	497
12	0	0	0	0	506
13	0	0	0	0	512
14	0	0	0	0	521
15	0	0	0	0	508
0	0	0	0	0	518
1	0	0	0	0	523
2	0	0	0	0	532
3	0	0	0	0	517
4	0	0	0	0	532
5	0	0	0	0	502
6	0	0	0	0	520
7	0	0	0	0	510
8	0	0	0	0	528
9	0	0	0	0	523
10	0	0	0	0	510
11	0	0	0	0	497
12	0	0	0	0	492
13	0	0	0	0	533
14	0	0	0	0	581
15	0	0	0	0	555
0	0	0	0	0	519
1	0	0	0	0	495
2	0	0	0	0	514
3	0	0	0	0	502
4	0	0	0	0	520
5	0	0	0	0	516
6	0	0	0	0	533
7	0	0	0	0	522
8	0	0	0	0	530
9	0	0	0	0	527
10	0	0	0	0	531
11	0	0	0	0	523
12	0	0	0	0	531
13	0	0	0	0	519
14	0	0	0	0	528
15	0	0	0	0	502
0	0	0	0	0	507
1	0	0	0	0	492
2	0	0	0	0	505
3	0	0	0	0	499
4	0	0	0	0	543
5	0	0	0	0	549
6	0	0	0	0	591
7	0	0	0	0	581
8	0	0	0	0	607
9	0	0	0	0	593
10	0	0	0	0	596
11	0	0	0	0	583
12	0	0	0	0	591
13	0	0	0	0	562
14	0	0	0	0	572
15	0	0	0	0	556
0	0	0	0	0	566
1	0	0	0	0	540
2	0	0	0	0	544
3	0	0	0	0	531
4	0	0	0	0	547
5	0	0	0	0	532
6	0	0	0	0	544
7	0	0	0	0	527
8	0	0	0	0	536
9	0	0	0	0	528
10	0	0	0	0	536
11	0	0	0	0	513
12	0	0	0	0	530
13	0	0	0	0	515
14	0	0	0	0	539
15	0	0	0	0	526
0	0	0	0	0	538
1	0	0	0	0	527
2	0	0	0	0	547
3	0	0	0	0	538
4	0	0	0	0	539
5	0	0	0	0	526
6	0	0	0	0	541
7	0	0	0	0	531
8	0	0	0	0	535
9	0	0	0	0	525
10	0	0	0	0	533
11	0	0	0	0	524
12	0	0	0	0	531
13	0	0	0	0	519
14	0	0	0	0	526
15	0	0	0	0	521
0	0	0	0	0	550
1	0	0	0	0	539
2	0	0	0	0	556
3	0	0	0	0	537
4	0	0	0	0	551
5	0	0	0	0	536
6	0	0	0	0	545
7	0	0	0	0	534
8	0	0	0	0	533
9	0	0	0	0	515
10	0	0	0	0	514
11	0	0	0	0	479
12	0	0	0	0	496
13	0	0	0	0	595
14	0	0	0	0	567
15	0	0	0	0	531
0	0	0	0	0	522
1	0	0	0	0	512
2	0	0	0	0	525
3	0	0	0	0	512
4	0	0	0	0	523
5	0	0	0	0	513
6	0	0	0	0	517
7	0	0	0	0	503
8	0	0	0	0	508
9	0	0	0	0	484
10	0	0	0	0	498
11	0	0	0	0	484
12	0	0	0	0	493
13	0	0	0	0	477
14	0	0	0	0	477
15	0	0	0	0	459
0	0	0	0	0	469
1	0	0	0	0	458
2	0	0	0	0	466
3	0	0	0	0	469
4	0	0	0	0	506
5	0	0	0	0	517
6	0	0	0	0	555
7	0	0	0	0	556
8	0	0	0	0	575
9	0	0	0	0	555
10	0	0	0	0	569
11	0	0	0	0	550
12	0	0	0	0	560
13	0	0	0	0	542
14	0	0	0	0	551
15	0	0	0	0	532
0	0	0	0	0	550
1	0	0	0	0	540
2	0	0	0	0	539
3	0	0	0	0	529
4	0	0	0	0	525
5	0	0	0	0	505
6	0	0	0	0	521
7	0	0	0	0	510
8	0	0	0	0	510
9	0	0	0	0	492
10	0	0	0	0	504
11	0	0	0	0	480
12	0	0	0	0	506
13	0	0	0	0	495
14	0	0	0	0	510
15	0	0	0	0	501
0	0	0	0	0	515
1	0	0	0	0	496
2	0	0	0	0	513
3	0	0	0	0	497
4	0	0	0	0	503
5	0	0	0	0	489
6	0	0	0	0	495
7	0	0	0	0	499
8	0	0	0	0	518
9	0	0	0	0	516
10	0	0	0	0	538
11	0	0	0	0	520
12	0	0	0	0	538
13	0	0	0	0	519
14	0	0	0	0	536
15	0	0	0	0	524
0	0	0	0	0	528
1	0	0	0	0	499
2	0	0	0	0	503
3	0	0	0	0	464
4	0	0	0	0	572
5	0	0	0	0	547
6	0	0	0	0	529
7	0	0	0	0	478
8	0	0	0	0	482
9	0	0	0	0	483
10	0	0	0	0	476
11	0	0	0	0	478
12	0	0	0	0	497
13	0	0	0	0	478
14	0	0	0	0	494
15	0	0	0	0	482
0	0	0	0	0	492
1	0	0	0	0	478
2	0	0	0	0	496
3	0	0	0	0	482
4	0	0	0	0	480
5	0	0	0	0	467
6	0	0	0	0	462
7	0	0	0	0	452
8	0	0	0	0	472
9	0	0	0	0	453
10	0	0	0	0	484
11	0	0	0	0	501
12	0	0	0	0	544
13	0	0	0	0	553
14	0	0	0	0	572
15	0	0	0	0	572
0	0	0	0	0	573
1	0	0	0	0	563
2	0	0	0	0	567
3	0	0	0	0	545
4	0	0	0	0	558
5	0	0	0	0	540
6	0	0	0	0	548
7	0	0	0	0	535
8	0	0	0	0	533
9	0	0	0	0	524
10	0	0	0	0	527
11	0	0	0	0	513
12	0	0	0	0	514
13	0	0	0	0	505
14	0	0	0	0	513
15	0	0	0	0	506
0	0	0	0	0	508
1	0	0	0	0	488
2	0	0	0	0	512
3	0	0	0	0	486
4	0	0	0	0	500
5	0	0	0	0	479
6	0	0	0	0	491
7	0	0	0	0	480
8	0	0	0	0	491
9	0	0	0	0	481
10	0	0	0	0	494
11	0	0	0	0	500
12	0	0	0	0	494
13	0	0	0	0	489
14	0	0	0	0	497
15	0	0	0	0	489
0	0	0	0	0	514
1	0	0	0	0	498
2	0	0	0	0	524
3	0	0	0	0	512
4	0	0	0	0	530
5	0	0	0	0	507
6	0	0	0	0	515
7	0	0	0	0	505
8	0	0	0	0	518
9	0	0	0	0	511
10	0	0	0	0	517
11	0	0	0	0	499
12	0	0	0	0	497
13	0	0	0	0	474
14	0	0	0	0	530
15	0	0	0	0	570
0	0	0	0	0	561
1	0	0	0	0	504
2	0	0	0	0	500
3	0	0	0	0	508
4	0	0	0	0	512
5	0	0	0	0	510
6	0	0	0	0	532
7	0	0	0	0	524
8	0	0	0	0	525
9	0	0	0	0	512
10	0	0	0	0	521
11	0	0	0	0	510
12	0	0	0	0	520
13	0	0	0	0	504
14	0	0	0	0	512
15	0	0	0	0	500
0	0	0	0	0	483
1	0	0	0	0	474
2	0	0	0	0	483
3	0	0	0	0	473
4	0	0	0	0	476
5	0	0	0	0	487
6	0	0	0	0	513
7	0	0	0	0	540
8	0	0	0	0	554
9	0	0	0	0	558
10	0	0	0	0	568
11	0	0	0	0	561
12	0	0	0	0	560
13	0	0	0	0	547
14	0	0	0	0	552
15	0	0	0	0	547
0	0	0	0	0	554
1	0	0	0	0	541
2	0	0	0	0	544
3	0	0	0	0	532
4	0	0	0	0	525
5	0	0	0	0	518
6	0	0	0	0	529
7	0	0	0	0	520
8	0	0	0	0	523
9	0	0	0	0	519
10	0	0	0	0	524
11	0	0	0	0	516
12	0	0	0	0	522
13	0	0	0	0	520
14	0	0	0	0	520
15	0	0	0	0	512
0	0	0	0	0	526
1	0	0	0	0	512
2	0	0	0	0	524
3	0	0	0	0	526
4	0	0	0	0	516
5	0	0	0	0	525
6	0	0	0	0	520
7	0	0	0	0	506
8	0	0	0	0	520
9	0	0	0	0	513
10	0	0	0	0	526
11	0	0	0	0	531
12	0	0	0	0	539
13	0	0	0	0	538
14	0	0	0	0	540
15	0	0	0	0	532
0	0	0	0	0	521
1	0	0	0	0	518
2	0	0	0	0	517
3	0	0	0	0	521
4	0	0	0	0	511
5	0	0	0	0	504
6	0	0	0	0	475
7	0	0	0	0	489
8	0	0	0	0	595
9	0	0	0	0	544
10	0	0	0	0	508
11	0	0	0	0	496
12	0	0	0	0	489
13	0	0	0	0	494
14	0	0	0	0	490
15	0	0	0	0	496
0	0	0	0	0	496
1	0	0	0	0	492
2	0	0	0	0	492
3	0	0	0	0	486
4	0	0	0	0	492
5	0	0	0	0	490
6	0	0	0	0	487
7	0	0	0	0	476
8	0	0	0	0	478
9	0	0	0	0	461
10	0	0	0	0	454
11	0	0	0	0	448
12	0	0	0	0	459
13	0	0	0	0	449
14	0	0	0	0	470
15	0	0	0	0	499
0	0	0	0	0	522
1	0	0	0	0	545
2	0	0	0	0	560
3	0	0	0	0	559
4	0	0	0	0	553
5	0	0	0	0	561
6	0	0	0	0	556
7	0	0	0	0	546
8	0	0	0	0	547
9	0	0	0	0	532
10	0	0	0	0	532
11	0	0	0	0	525
12	0	0	0	0	519
13	0	0	0	0	511
14	0	0	0	0	518
15	0	0	0	0	498
0	0	0	0	0	510
1	0	0	0	0	496
2	0	0	0	0	495
3	0	0	0	0	489
4	0	0	0	0	487
5	0	0	0	0	490
6	0	0	0	0	483
7	0	0	0	0	485
8	0	0	0	0	485
9	0	0	0	0	487
10	0	0	0	0	481
11	0	0	0	0	480
12	0	0	0	0	474
13	0	0	0	0	472
14	0	0	0	0	491
15	0	0	0	0	479
0	0	0	0	0	476
1	0	0	0	0	479
2	0	0	0	0	473
3	0	0	0	0	473
4	0	0	0	0	475
5	0	0	0	0	475
6	0	0	0	0	497
7	0	0	0	0	508
8	0	0	0	0	504
9	0	0	0	0	515
10	0	0	0	0	522
11	0	0	0	0	516
12	0	0	0	0	524
13	0	0	0	0	511
14	0	0	0	0	492
15	0	0	0	0	492
0	0	0	0	0	470
1	0	0	0	0	574
2	0	0	0	0	543
3	0	0	0	0	528
4	0	0	0	0	501
5	0	0	0	0	492
6	0	0	0	0	498
7	0	0	0	0	495
8	0	0	0	0	515
9	0	0	0	0	516
10	0	0	0	0	509
11	0	0	0	0	504
12	0	0	0	0	505
13	0	0	0	0	502
14	0	0	0	0	503
15	0	0	0	0	490
0	0	0	0	0	491
1	0	0	0	0	470
2	0	0	0	0	481
3	0	0	0	0	451
4	0	0	0	0	459
5	0	0	0	0	453
6	0	0	0	0	449
7	0	0	0	0	461
8	0	0	0	0	486
9	0	0	0	0	520
10	0	0	0	0	547
11	0	0	0	0	565
12	0	0	0	0	556
13	0	0	0	0	563
14	0	0	0	0	569
15	0	0	0	0	561
0	0	0	0	0	562
1	0	0	0	0	556
2	0	0	0	0	553
3	0	0	0	0	547
4	0	0	0	0	556
5	0	0	0	0	543
6	0	0	0	0	548
7	0	0	0	0	553
8	0	0	0	0	534
9	0	0	0	0	539
10	0	0	0	0	551
11	0	0	0	0	533
12	0	0	0	0	533
13	0	0	0	0	534
14	0	0	0	0	526
15	0	0	0	0	521
0	0	0	0	0	518
1	0	0	0	0	505
2	0	0	0	0	514
3	0	0	0	0	504
4	0	0	0	0	512
5	0	0	0	0	517
6	0	0	0	0	514
7	0	0	0	0	515
8	0	0	0	0	511
9	0	0	0	0	521
10	0	0	0	0	520
11	0	0	0	0	516
12	0	0	0	0	523
13	0	0	0	0	534
14	0	0	0	0	531
15	0	0	0	0	522
0	0	0	0	0	516
1	0	0	0	0	527
2	0	0	0	0	513
3	0	0	0	0	523
4	0	0	0	0	507
5	0	0	0	0	509
6	0	0	0	0	478
7	0	0	0	0	579
8	0	0	0	0	594
9	0	0	0	0	575
10	0	0	0	0	527
11	0	0	0	0	513
12	0	0	0	0	527
13	0	0	0	0	526
14	0	0	0	0	525
15	0	0	0	0	539
0	0	0	0	0	522
1	0	0	0	0	531
2	0	0	0	0	528
3	0	0	0	0	534
4	0	0	0	0	515
5	0	0	0	0	525
6	0	0	0	0	511
7	0	0	0	0	521
8	0	0	0	0	508
9	0	0	0	0	512
10	0	0	0	0	494
11	0	0	0	0	502
12	0	0	0	0	491
13	0	0	0	0	489
14	0	0	0	0	522
15	0	0	0	0	540
0	0	0	0	0	555
1	0	0	0	0	575
2	0	0	0	0	566
3	0	0	0	0	573
4	0	0	0	0	562
5	0	0	0	0	554
6	0	0	0	0	545
7	0	0	0	0	543
8	0	0	0	0	532
9	0	0	0	0	527
10	0	0	0	0	531
11	0	0	0	0	523
12	0	0	0	0	509
13	0	0	0	0	493
14	0	0	0	0	502
15	0	0	0	0	493
0	0	0	0	0	489
1	0	0	0	0	478
2	0	0	0	0	488
3	0	0	0	0	472
4	0	0	0	0	471
5	0	0	0	0	472
6	0	0	0	0	472
7	0	0	0	0	473
8	0	0	0	0	476
9	0	0	0	0	469
10	0	0	0	0	472
11	0	0	0	0	474
12	0	0	0	0	471
13	0	0	0	0	467
14	0	0	0	0	455
15	0	0	0	0	475
0	0	0	0	0	462
1	0	0	0	0	468
2	0	0	0	0	485
3	0	0	0	0	486
4	0	0	0	0	484
5	0	0	0	0	495
6	0	0	0	0	493
7	0	0	0	0	492
8	0	0	0	0	484
9	0	0	0	0	496
10	0	0	0	0	477
11	0	0	0	0	483
12	0	0	0	0	441
13	0	0	0	0	498
14	0	0	0	0	575
15	0	0	0	0	543
0	0	0	0	0	489
1	0	0	0	0	469
2	0	0	0	0	486
3	0	0	0	0	488
4	0	0	0	0	494
5	0	0	0	0	503
6	0	0	0	0	508
7	0	0	0	0	514
8	0	0	0	0	521
9	0	0	0	0	514
10	0	0	0	0	515
11	0	0	0	0	519
12	0	0	0	0	519
13	0	0	0	0	508
14	0	0	0	0	509
15	0	0	0	0	506
0	0	0	0	0	494
1	0	0	0	0	499
2	0	0	0	0	487
3	0	0	0	0	505
4	0	0	0	0	520
5	0	0	0	0	533
6	0	0	0	0	557
7	0	0	0	0	572
8	0	0	0	0	572
9	0	0	0	0	595
10	0	0	0	0	577
11	0	0	0	0	592
12	0	0	0	0	593
13	0	0	0	0	586
14	0	0	0	0	576
15	0	0	0	0	577
0	0	0	0	0	574
1	0	0	0	0	561
2	0	0	0	0	537
3	0	0	0	0	550
4	0	0	0	0	545
5	0	0	0	0	536
6	0	0	0	0	531
7	0	0	0	0	538
8	0	0	0	0	536
9	0	0	0	0	536
10	0	0	0	0	522
11	0	0	0	0	528
12	0	0	0	0	513
13	0	0	0	0	518
14	0	0	0	0	515
15	0	0	0	0	520
0	0	0	0	0	519
1	0	0	0	0	522
2	0	0	0	0	527
3	0	0	0	0	509
4	0	0	0	0	510
5	0	0	0	0	497
6	0	0	0	0	494
7	0	0	0	0	506
8	0	0	0	0	502
